"","uid","namedLocation","plotType","sampleID","sampleCode","ligninSampleID","ligninSampleBarcode","collectDate","analysisDate","analyticalRepNumber","dryMass","ligninPercent","cellulosePercent","measurementQF","accuracyQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF","publicationDate","release"
"1","4fab0cd1-d625-497a-98e7-28bcb002eca5","SRER_047.basePlot.cfc","tower","jf4sOIyMYqw268AUri/Z9VaZEjBaK/TpFenw1hIgzeg=","A00000279758","jf4sOIyMYqw268AUri/Z9VaZEjBaK/TpFTH1qTCz/45sq/S7Soxj+A==","A00000279984",2021-08-17 15:22:00,2021-12-20,1,0.499,5.87,8.39,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"2","af2572ec-224e-44fb-9abf-230e12d14fdf","SRER_047.basePlot.cfc","tower","jf4sOIyMYqw268AUri/Z9XMKUwNVTYyJB6Ci1OTBR5A=","A00000279759","jf4sOIyMYqw268AUri/Z9XMKUwNVTYyJ2rEEZQvdfXZ1RXAiFVSMEQ==","A00000279986",2021-08-17 16:46:00,2021-12-20,1,0.487,7.02,9.86,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"3","9f58ac9f-5f6e-4163-a0e5-b3d351adc874","SRER_045.basePlot.cfc","tower","jf4sOIyMYqxBbpNkmDSys/+giwkirbfKwrr/J7eB5Jk=","A00000279766","jf4sOIyMYqxBbpNkmDSys/+giwkirbfKFocjKTxqENSgGBDmi0AK+Q==","A00000279937",2021-08-17 17:46:00,2021-12-20,1,0.471,6.52,11.95,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"4","78c9c4dc-bbe8-44ae-b7a1-17371804d118","SRER_058.basePlot.cfc","tower","jf4sOIyMYqwbEPKhqIXrvHGfy5FxTMS8uiq/gpGl+os=","A00000279896","jf4sOIyMYqwbEPKhqIXrvHGfy5FxTMS8w94PkZzTCNQ=","A00000279938",2021-08-17 18:24:00,2021-12-20,1,0.494,7.94,14.8,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"5","b18436d9-ee5c-4f45-9a8d-f914e460f57b","SRER_002.basePlot.cfc","distributed","jf4sOIyMYqxbxXm4XPGCewWwvP5TuojKaggPobynB6Q=","A00000279747","jf4sOIyMYqxbxXm4XPGCewWwvP5TuojKEBgwZYjig36RjI7fIqg4Zg==","A00000279969",2021-08-18 16:14:00,2021-12-20,1,0.463,10.84,15.19,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"6","b189cc01-d098-48b7-a4d6-1fbe7e087fa9","SRER_002.basePlot.cfc","distributed","jf4sOIyMYqxdyL0XwKLMSZ9IkxmNUHal6KSBbdulf6M=","A00000279750","jf4sOIyMYqxdyL0XwKLMSZ9IkxmNUHalMFoKMXA7UhI=","A00000279936",2021-08-18 17:40:00,2021-12-20,1,0.466,16.09,12.1,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"7","5dc73cd2-3dd2-468a-963b-5d8a4ada1d15","SRER_006.basePlot.cfc","distributed","jf4sOIyMYqy/4wkyZKATbpcA8btE7eSdZmm0fQFqCEI=","A00000279751","jf4sOIyMYqy/4wkyZKATbpcA8btE7eSdFWbvjQHkOcg=","A00000279918",2021-08-19 16:03:00,2021-12-20,1,0.483,16.11,13.85,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"8","cbc2f3f8-8312-4118-8a55-ce8367e4aa17","SRER_006.basePlot.cfc","distributed","jf4sOIyMYqxqeekqhgoxM61l4eLbkTd+g9s4RQFZ5qM=","A00000279748","jf4sOIyMYqxqeekqhgoxM61l4eLbkTd+43IrGRdHP2glKPIXv8OOCw==","A00000279903",2021-08-19 16:44:00,2021-12-20,1,0.473,14.61,14.1,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"9","1e904c67-f46f-4a3c-95b6-ea4f9dd4d980","SRER_006.basePlot.cfc","distributed","jf4sOIyMYqx6WrAE2n7QNdbMY3sEN7tn1uyga746RfI=","A00000279892","jf4sOIyMYqx6WrAE2n7QNdbMY3sEN7tnG/IGuBSNWRTXFTmgQoGenQ==","A00000279950",2021-08-19 17:34:00,2021-12-20,1,0.476,4.76,8.35,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"10","c4644de9-3f79-4351-a8ac-f8159bec2d11","SRER_003.basePlot.cfc","distributed","jf4sOIyMYqxtK6NJ70WgOKezBCAQSNDzPBkrPRbNJ98=","A00000279895","jf4sOIyMYqxtK6NJ70WgOKezBCAQSNDzZgTiXkhqkYY=","A00000279810",2021-08-23 15:14:00,2021-12-20,1,0.486,14.22,30.3,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"11","8d9765f5-20a2-4890-9241-8140c4309e62","SRER_004.basePlot.cfc","distributed","jf4sOIyMYqyjZ9X7sKVR9WbW9tfoIlNgluZuqN3i2yk=","A00000279770","jf4sOIyMYqyjZ9X7sKVR9WbW9tfoIlNgOLFj9/udv/x6mBGXx2A50A==","A00000279932",2021-08-23 15:35:00,2021-12-20,1,0.5,4.59,7.41,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"12","cd03d386-27e1-4304-ada7-51f5fa4bf652","SRER_003.basePlot.cfc","distributed","jf4sOIyMYqwChBBhHdmN/wScOWPDeljSx5v5Km1oBmE=","A00000279752","jf4sOIyMYqwChBBhHdmN/wScOWPDeljSiUyWiq7QDCQ=","A00000279949",2021-08-23 15:46:00,2021-12-20,1,0.465,12.14,12.58,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"13","70010e74-d915-4771-8300-f918f49bcf70","SRER_004.basePlot.cfc","distributed","jf4sOIyMYqwTQkxTxQGMl28vT/y90y3vGPWp7M9YaVU=","A00000279886","jf4sOIyMYqwTQkxTxQGMl28vT/y90y3vRXCH9y7HgacNfTN9dRcfJw==","A00000279994",2021-08-23 16:06:00,2021-12-20,1,0.501,3.14,6.82,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"14","a76cdf72-b872-4fee-9a5f-e328b62b08af","SRER_004.basePlot.cfc","distributed","jf4sOIyMYqyjZ9X7sKVR9U623BPgOeXOl4iPotUNw4w=","A00000279771","jf4sOIyMYqyjZ9X7sKVR9U623BPgOeXOMPVja9k+W1X2+VqYVBf3Tg==","A00000279976",2021-08-23 16:35:00,2021-12-20,1,0.474,6.99,9.96,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"15","b5750b1d-c9b0-4a06-a574-9fa5c389588d","SRER_004.basePlot.cfc","distributed","jf4sOIyMYqyHHfxnzFnK7vbsreNOK3iDPT05w3J3eNM=","A00000279711","jf4sOIyMYqyHHfxnzFnK7vbsreNOK3iDm8sJa/iH3n8=","A00000280218",2021-08-23 16:52:00,2021-12-20,1,0.5,1.32,13.14,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"16","6bb3c968-d470-40fd-a264-cbf2c359701c","SRER_004.basePlot.cfc","distributed","jf4sOIyMYqx6wVGq6P1DjblFVlArBUH/SZYkuqpjvdk=","A00000279773","jf4sOIyMYqx6wVGq6P1DjblFVlArBUH/MvD35tKS7jJTfnPzXk6a6Q==","A00000279946",2021-08-23 17:07:00,2021-12-20,1,0.478,10.02,10.63,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"17","27472259-36ca-4cd8-b39a-03b1964ed64c","SRER_003.basePlot.cfc","distributed","jf4sOIyMYqxH5lh5NevTPhIf4NCcV/LCq3qPCer7AAM=","A00000279893","jf4sOIyMYqxH5lh5NevTPhIf4NCcV/LCQb+xRRlVZ/2DrSjfnzSmsQ==","A00000280213",2021-08-23 17:37:00,2021-12-20,1,0.487,2.6,13.12,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"18","5825ae78-efaf-4d15-bd11-0f9d5b29dae3","SRER_004.basePlot.cfc","distributed","jf4sOIyMYqx6wVGq6P1DjdLjlCab33GcXJ22P381QjQ=","A00000279774","jf4sOIyMYqx6wVGq6P1DjdLjlCab33GcC6yKtpEZYgzP+gvIgHjlLA==","A00000279948",2021-08-23 17:39:00,2021-12-20,1,0.489,8.45,11.46,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"19","03115e06-794c-4d47-844d-2cae1981f3f8","SRER_007.basePlot.cfc","distributed","jf4sOIyMYqxF0fkovBPluXfO4/oLy0qDYPFS9Fbcaxk=","A00000279760","jf4sOIyMYqxF0fkovBPluXfO4/oLy0qDD3SVYccxvB44O1i89oM6Fg==","A00000279929",2021-08-24 14:38:00,2021-12-20,1,0.47,1.76,6.97,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"20","28465fd0-1974-44f8-b0a7-f7973b0512a7","SRER_005.basePlot.cfc","distributed","jf4sOIyMYqzkkNrC4eFqCe5yOWLP1q7V3mN5toV09u4=","A00000279762","jf4sOIyMYqzkkNrC4eFqCe5yOWLP1q7VcZW5iwrJxZ8UN9WGin734Q==","A00000279811",2021-08-24 15:01:00,2021-12-20,1,0.457,2.42,6.99,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"21","7cdc306e-724b-477d-808e-fce6a9546cd9","SRER_007.basePlot.cfc","distributed","jf4sOIyMYqxber0DlvIjBA/gipF9Yje+rnBoRGbApWw=","A00000279890","jf4sOIyMYqxber0DlvIjBA/gipF9Yje+0ZSfeQTCNgY=","A00000279815",2021-08-24 15:12:00,2021-12-20,1,0.488,17.31,29.24,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"22","2b56312e-2e80-4de9-abc2-09df908a59b1","SRER_005.basePlot.cfc","distributed","jf4sOIyMYqxdFov1Sz95q3Etl0g68APlJC6hFlash/8=","A00000279753","jf4sOIyMYqxdFov1Sz95q3Etl0g68APlzQ9efD+5KXc=","A00000279901",2021-08-24 15:44:00,2021-12-20,1,0.486,11.24,11.88,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"23","27c501ff-e9a3-4b4a-87bb-aad6febe35b2","SRER_005.basePlot.cfc","distributed","jf4sOIyMYqxMWHGAj1ejBy2XZjXwob9UYmnDS8pMq6w=","A00000279764","jf4sOIyMYqxMWHGAj1ejBy2XZjXwob9UnJlHzt0w0q3VIM/G7hZVrQ==","A00000279913",2021-08-24 16:21:00,2021-12-20,1,0.473,7.56,13.91,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"24","f1135df0-b5cb-45f6-91ff-00fa0c56155d","SRER_002.basePlot.cfc","distributed","jf4sOIyMYqzx568Z6NmRmUomSSmcnM38zV1eNEbYQ/M=","A00000279891","jf4sOIyMYqzx568Z6NmRmUomSSmcnM38NNUUpN8zYkpnjzMholFw2Q==","A00000280216",2021-08-24 16:24:00,2021-12-20,1,0.457,3.18,9.32,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"25","b795af7e-c6fa-46a4-810a-504b1269c817","SRER_005.basePlot.cfc","distributed","jf4sOIyMYqyDm3Mx/6NQiL2nbmkoUBXZ5LkTl35bQ6Q=","A00000279763","jf4sOIyMYqyDm3Mx/6NQiL2nbmkoUBXZDrhnUMMF4aC/FWR/lw0REQ==","A00000280263",2021-08-24 16:51:00,2021-12-20,1,0.464,2.06,10.64,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"26","1bf033da-9eb2-497d-b16e-e2e35d719929","SRER_005.basePlot.cfc","distributed","jf4sOIyMYqygv6vu/5h+8P27JkjeHaVtxifJm3m208k=","A00000279885","jf4sOIyMYqygv6vu/5h+8P27JkjeHaVta8iAyZUt4JgHS65phLMvnw==","A00000279916",2021-08-24 17:13:00,2021-12-20,1,0.475,3.23,6.71,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"27","9adb6cd5-b72c-4889-924c-fe59cc9ab26a","SRER_001.basePlot.cfc","distributed","jf4sOIyMYqzqOH83ww6JBfXFbXRkAbZaWwfx9LmlmwI=","A00000279754","jf4sOIyMYqzqOH83ww6JBfXFbXRkAbZa8DVDRclD4Ak=","A00000279944",2021-08-24 17:36:00,2021-12-20,1,0.476,11.05,14.38,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"28","34a259f4-a4db-4cd9-9bf8-506393d1adc7","SRER_001.basePlot.cfc","distributed","jf4sOIyMYqyumbH8dK84wnPxXccKIg5smaJZ/4Q66mE=","A00000279889","jf4sOIyMYqyumbH8dK84wnPxXccKIg5sROXGkWvei1O9XZy9ZBa6Ug==","A00000280209",2021-08-24 17:45:00,2021-12-20,1,0.474,3.65,10.45,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"29","29f7e6c0-48eb-4286-af0c-be7bccd02de1","SRER_055.basePlot.cfc","tower","jf4sOIyMYqw9IPy6nY1Y0n8wjRmwo2iTpnNSpUABWWs=","A00000279756","jf4sOIyMYqw9IPy6nY1Y0n8wjRmwo2iTVZde2M9mq+976j6mZKeIeQ==","A00000279992",2021-08-24 19:18:00,2021-12-20,1,0.497,3.71,6.6,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"30","3caad489-b446-4483-9677-468c9ef91397","SRER_016.basePlot.cfc","distributed","jf4sOIyMYqyDM2GZFX3UsLfVNMm/oIRDGg2ruM0QMgs=","A00000279757","jf4sOIyMYqyDM2GZFX3UsLfVNMm/oIRDzhghrw+f9ic8E2YMl4HOFg==","A00000280135",2021-08-25 14:54:00,2021-12-20,1,0.496,6.48,9.68,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"31","16b03b08-94a4-454a-801f-67e5fb055046","SRER_053.basePlot.cfc","tower","jf4sOIyMYqw13iRK6RdHdn0eK5A01tgekGAtHFV5kL4=","A00000279710","jf4sOIyMYqw13iRK6RdHdn0eK5A01tgeVN8P1mQM+OBzlfbVc0IH8A==","A00000280220",2021-08-25 18:10:00,2021-12-20,1,0.474,1.6,12,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"32","5ad97aa6-7103-471e-93b0-60e449aa3d14","SRER_053.basePlot.cfc","tower","jf4sOIyMYqzspauGGHaFa3AJOQQrZPBeyL1riKUXlCQ=","A00000279898","jf4sOIyMYqzspauGGHaFa3AJOQQrZPBelythwCd6UB8=","A00000280271",2021-08-25 18:17:00,2021-12-20,1,0.48,0.9,10.26,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"33","8cccd450-6089-4d29-b1a3-0ca83bb49f5b","SRER_053.basePlot.cfc","tower","jf4sOIyMYqzspauGGHaFazAzT6NzH8PVhfrqJJrLPAg=","A00000279899","jf4sOIyMYqzspauGGHaFazAzT6NzH8PVPYlAt/sLpDk=","A00000280211",2021-08-25 19:24:00,2021-12-20,1,0.476,0.79,9.99,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"34","493409b0-238a-491f-8eb1-00fff6487624","SRER_010.basePlot.cfc","distributed","jf4sOIyMYqx6GQXbEJe+igjWFxBIR5buCNin/juErPs=","A00000279709","jf4sOIyMYqx6GQXbEJe+igjWFxBIR5buM8/qCzA45UI=","A00000279814",2021-08-26 14:49:00,2021-12-20,1,0.458,17.61,12.54,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"35","b3e77098-cc32-41ab-a2ae-46e94bf3826d","SRER_006.basePlot.cfc","distributed","jf4sOIyMYqwavsW0R66haBpoAsl0GiBOx+ywlb1dUp4=","A00000279761","jf4sOIyMYqwavsW0R66haBpoAsl0GiBO7iIUM6yBJ5birbgDq5YsSA==","A00000279822",2021-08-26 16:10:00,2021-12-20,1,0.471,1.88,6.68,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"36","b3c6e590-df02-4f5e-b5df-703c92898f78","SRER_011.basePlot.cfc","distributed","jf4sOIyMYqxIfWX4kZJhrccks9/zfzpldMoOS7VCdaA=","A00000279745","jf4sOIyMYqxIfWX4kZJhrccks9/zfzplY81VuiqVnBY=","A00000279821",2021-08-26 18:25:00,2021-12-20,1,0.49,12.81,14.42,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"37","6e4b0d72-6ad0-4eef-85f4-7b3f4662c9bf","SRER_018.basePlot.cfc","distributed","jf4sOIyMYqzLy5KDZkk1h13bSE67/77ATp5TFM6tbVM=","A00000279755","jf4sOIyMYqzLy5KDZkk1h13bSE67/77AbTPLabGqOajH0FZF0N/avA==","A00000280278",2021-08-30 16:14:00,2021-12-20,1,0.501,7.39,10.01,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"38","1745c193-b7d3-4fb8-8255-0ad6451518aa","SRER_018.basePlot.cfc","distributed","jf4sOIyMYqzLy5KDZkk1h+5YsfkhrTE1hz5j3EDhguE=","A00000279749","jf4sOIyMYqzLy5KDZkk1h+5YsfkhrTE1O+dt9C8+5gvzoHdzmSFAgw==","A00000280097",2021-08-30 17:29:00,2021-12-20,1,0.491,6.9,9.18,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"39","c1730e0b-9e8e-4c3e-a344-cbc7e5326bfe","SRER_018.basePlot.cfc","distributed","jf4sOIyMYqxKk7Ecfou2s9KASA1NBRoDlvkFoDLh2R4=","A00000279765","jf4sOIyMYqxKk7Ecfou2s9KASA1NBRoDtkoP0c2srks=","A00000280280",2021-08-30 17:30:00,2021-12-20,1,0.487,12.82,14.3,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"40","8dd4ed56-29a8-4d20-8f71-55808b297f72","SRER_007.basePlot.cfc","distributed","jf4sOIyMYqze1B/4vyCDpBp229xtTweT1cVQTwbwNKQ=","A00000279767","jf4sOIyMYqze1B/4vyCDpBp229xtTweT9uVR5T7y6ibZRpBoJdSWwg==","A00000280103",2021-08-30 19:42:00,2021-12-20,1,0.492,2.63,4.87,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"41","7795a6d2-311e-4687-be1b-ac98e8e5cc91","SRER_013.basePlot.cfc","distributed","jf4sOIyMYqwXhmYozHgEMucTonv84WUpAAf77AhGX6c=","A00000279900","jf4sOIyMYqwXhmYozHgEMucTonv84WUpgkMjzwsBWk/7UQX5phjsuw==","A00000279418",2021-08-31 16:05:00,2021-12-20,1,0.517,11.8,10.44,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"42","fb4b9a2b-96b9-4a1c-bfba-e1449d13f634","SRER_011.basePlot.cfc","distributed","jf4sOIyMYqyO6mUT6wQZxLdY+0UGnN6o3TPsj7F6Ln8=","A00000279769","jf4sOIyMYqyO6mUT6wQZxLdY+0UGnN6oeGrDb7onKGK5OBQgiQBiVQ==","A00000280093",2021-08-31 17:47:00,2021-12-20,1,0.432,0.31,4.72,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"43","b70e06bd-ecc6-4121-b896-973c3a690e1c","SRER_011.basePlot.cfc","distributed","jf4sOIyMYqx481riAd44E4VtZfYzlLHf+AHuqJboxk8=","A00000279884","jf4sOIyMYqx481riAd44E4VtZfYzlLHfbye5Qj4Pa4s=","A00000280275",2021-08-31 18:51:00,2021-12-20,1,0.465,16.52,28.06,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T230557Z","RELEASE-2024"
"44","cba9b68f-5109-436a-aff7-d09bf2a4ab40","SRER_019.basePlot.cfc","distributed","jf4sOIyMYqxujHk9sjZNdcX8P69531tLMwrb0E+8ujM=","A00000279768","jf4sOIyMYqxujHk9sjZNdcX8P69531tLrwokC83m2+4yro48NsivZQ==","A00000279962",2021-09-01 15:25:00,2021-12-20,1,0.482,3.52,5.67,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T231234Z","RELEASE-2024"
"45","5d657e1b-59f9-4951-aac2-e6ad994b1e57","SRER_019.basePlot.cfc","distributed","jf4sOIyMYqyuI7TQ4C+uv/PQnYhzI1XRykE0SEt6oTA=","A00000279772","jf4sOIyMYqyuI7TQ4C+uv/PQnYhzI1XRt7WA8RNA9UNyNxi1/HAuDg==","A00000279977",2021-09-01 16:05:00,2021-12-20,1,0.454,10.44,13.69,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T231234Z","RELEASE-2024"
"46","8ced449d-282e-4eeb-ac1a-5adc6d8f61f2","SRER_008.basePlot.cfc","distributed","jf4sOIyMYqwudtGavobZ/xMvypeVGPlW15O6jr/KH+s=",NA,"jf4sOIyMYqwudtGavobZ/xMvypeVGPlWnfkvHHOZpG8=","A00000280106",2021-09-01 17:22:00,2021-12-20,1,0.498,6.68,27.8,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T231234Z","RELEASE-2024"
"47","563f860f-6905-468a-a74a-f2e000c405ca","SRER_052.basePlot.cfc","tower","jf4sOIyMYqznwapiSGD7Ia6LbuQQRYHbV/PsiDWJ2iY=",NA,"jf4sOIyMYqznwapiSGD7Ia6LbuQQRYHbuTg/k8xTxCqKZlN10Iojqw==","A00000279964",2021-09-01 18:25:00,2021-12-20,1,0.468,6,8.94,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T231234Z","RELEASE-2024"
"48","8e46e102-c67f-47ac-9427-8b819eb947bf","SRER_014.basePlot.cfc","distributed","jf4sOIyMYqzNma/fY6jWP0drjXHsDtINsjPntu913Jw=","A00000280141","jf4sOIyMYqzNma/fY6jWP0drjXHsDtINGIA9Tryjm78=","A00000280265",2021-09-02 18:00:00,2021-12-20,1,0.501,5.57,34.14,"OK","OK",NA,"A and L Great Lakes","SOP APF-10-024","5CCjZV/fgtQ=","j+NchQmCR3uWeXRzNkSPNw==",NA,"20240104T231234Z","RELEASE-2024"
